"","death","pm10tmean","tmpd","rmtmpd","dptp","rmdptp","dow","date"
"2730",107,6.5582424537,73.5,75.8333333333333,48,62.875,"Wednesday",1994-06-22
"2731",116,-2.098807205,67.5,75.1666666666667,62.625,57.6666666666667,"Thursday",1994-06-23
"2732",112,-13.58210012,63.5,71.6666666666667,54,54.5416666666667,"Friday",1994-06-24
"2733",117,-7.109803862,70.5,68.1666666666667,61,54.875,"Saturday",1994-06-25
"2734",92,-4.944785276,68.5,67.1666666666667,59.75,59.2083333333333,"Sunday",1994-06-26
"2735",103,-7.513871632,69.5,67.5,54,58.25,"Monday",1994-06-27
"2736",119,10.520416485,74.5,69.5,59.5,58.25,"Tuesday",1994-06-28
"2737",122,-3.890563565,70.5,70.8333333333333,58.875,57.75,"Wednesday",1994-06-29
"2738",111,0.7506625892,70,71.5,59.375,57.4583333333333,"Thursday",1994-06-30
"2739",107,10.268677198,77,71.6666666666667,63.75,59.25,"Friday",1994-07-01
"2740",103,-25.28164198,63.5,72.5,52,60.6666666666667,"Saturday",1994-07-02
"2741",90,-6.310538861,66.5,70.1666666666667,63.625,58.375,"Sunday",1994-07-03
"2742",115,0.7556841569,82,69,74,59.7916666666667,"Monday",1994-07-04
"2743",129,-33.5797546,85.5,70.6666666666667,70.5,63.2083333333333,"Tuesday",1994-07-05
"2744",109,11.26526904,82.5,78,68.375,69.375,"Wednesday",1994-07-06
"2745",117,9.3243221888,79.5,83.3333333333333,70.25,70.9583333333333,"Thursday",1994-07-07
"2746",106,1.2062248447,74,82.5,60.375,69.7083333333333,"Friday",1994-07-08
"2747",113,-13.96815287,66.5,78.6666666666667,58.125,66.3333333333333,"Saturday",1994-07-09
"2748",87,-27.30122324,66,73.3333333333333,54.5,62.9166666666667,"Sunday",1994-07-10
"2749",115,27.686037905,69.5,68.8333333333333,66,57.6666666666667,"Monday",1994-07-11
"2750",103,9.6280069733,81,67.3333333333333,67.5,59.5416666666667,"Tuesday",1994-07-12
"2751",109,-13.6010934,66.5,72.1666666666667,58.5,62.6666666666667,"Wednesday",1994-07-13
"2752",110,15.518114883,73.5,72.3333333333333,65.75,64,"Thursday",1994-07-14
"2753",119,0.0863427414,74,73.6666666666667,58.875,63.9166666666667,"Friday",1994-07-15
"2754",93,-2.304407955,73.5,71.3333333333333,64.75,61.0416666666667,"Saturday",1994-07-16
"2755",87,-14.2202563,76,73.6666666666667,60.25,63.125,"Sunday",1994-07-17
"2756",98,-5.165543941,75,74.5,61.5,61.2916666666667,"Monday",1994-07-18
"2757",93,-1.121655467,77,74.8333333333333,67.25,62.1666666666667,"Tuesday",1994-07-19
"2758",109,12.372973912,79.5,76,69.5,63,"Wednesday",1994-07-20
"2759",116,-0.088800556,74.5,77.1666666666667,66.625,66.0833333333333,"Thursday",1994-07-21
"2760",97,-8.505152053,72.5,77,64.125,67.7916666666667,"Friday",1994-07-22
"2761",115,-14.95924668,75.5,75.5,63.75,66.75,"Saturday",1994-07-23
"2762",101,-25.05182927,74.5,74.1666666666667,57.25,64.8333333333333,"Sunday",1994-07-24
"2763",100,-1.835547531,72.5,74.1666666666667,51.5,61.7083333333333,"Monday",1994-07-25
"2764",91,-4.944309264,66,74.1666666666667,54.375,57.5,"Tuesday",1994-07-26
"2765",108,-16.08919847,67.5,71,54,54.375,"Wednesday",1994-07-27
"2766",107,-16.22593675,66,68.6666666666667,50.25,53.2916666666667,"Thursday",1994-07-28
"2767",113,28.551829268,67.5,66.5,51.375,52.875,"Friday",1994-07-29
"2768",119,31.725916409,70,67,57.75,51.875,"Saturday",1994-07-30
"2769",95,8.8769385344,75,67.8333333333333,61.5,53.125,"Sunday",1994-07-31
"2770",128,19.177171149,77,70.8333333333333,67,56.875,"Monday",1994-08-01
"2771",82,-1.322881421,69,74,58,62.0833333333333,"Tuesday",1994-08-02
"2772",109,21.252532928,71.5,73.6666666666667,68.125,62.1666666666667,"Wednesday",1994-08-03
"2773",102,4.8254137645,69.5,72.5,53.75,64.375,"Thursday",1994-08-04
"2774",105,-26.19756839,59,70,47.375,59.9583333333333,"Friday",1994-08-05
"2775",85,-3.11485039,60,66.6666666666667,50.75,56.4166666666667,"Saturday",1994-08-06
"2776",100,-14.61178815,65,62.8333333333333,57.25,50.625,"Sunday",1994-08-07
"2777",103,10.900369903,74,61.3333333333333,60,51.7916666666667,"Monday",1994-08-08
"2778",122,-16.63296439,58.5,66.3333333333333,51,56,"Tuesday",1994-08-09
"2779",117,NA,61,65.8333333333333,57.5,56.0833333333333,"Wednesday",1994-08-10
"2780",135,-11.17981878,63.5,64.5,59.25,56.1666666666667,"Thursday",1994-08-11
"2781",110,2.9841268042,65.5,61,64.75,55.9166666666667,"Friday",1994-08-12
"2782",121,0.2088927214,75,63.3333333333333,70.75,60.5,"Saturday",1994-08-13
"2783",117,-7.74589094,64.5,68,50.875,64.9166666666667,"Sunday",1994-08-14
"2784",107,-8.655277225,66.5,68.3333333333333,51.5,62.125,"Monday",1994-08-15
"2785",124,27.923750131,66.5,68.6666666666667,58.125,57.7083333333333,"Tuesday",1994-08-16
"2786",115,11.936146392,70,65.8333333333333,61,53.5,"Wednesday",1994-08-17
"2787",117,24.706263566,71,67.6666666666667,66.375,56.875,"Thursday",1994-08-18
"2788",139,45.412591432,77,69.1666666666667,64.5,61.8333333333333,"Friday",1994-08-19
"2789",116,-9.564994775,70,72.6666666666667,62.125,63.9583333333333,"Saturday",1994-08-20
"2790",102,NA,66,72.6666666666667,58.375,64.3333333333333,"Sunday",1994-08-21
"2791",115,5.9264890282,68,71,57.5,61.6666666666667,"Monday",1994-08-22
"2792",125,20.910834763,69.5,68,61.25,59.3333333333333,"Tuesday",1994-08-23
"2793",119,21.283867458,77.5,67.8333333333333,70.375,59.0416666666667,"Wednesday",1994-08-24
"2794",116,51.30563447,78.5,71.6666666666667,73,63.0416666666667,"Thursday",1994-08-25
"2795",102,24.831628788,76.5,75.1666666666667,68.375,68.2083333333333,"Friday",1994-08-26
"2796",93,65.900179381,77,77.5,68.125,70.5833333333333,"Saturday",1994-08-27
"2797",100,-4.585758119,67.5,77.3333333333333,54.125,69.8333333333333,"Sunday",1994-08-28
"2798",93,-4.553125,66,73.6666666666667,52.375,63.5416666666667,"Monday",1994-08-29
"2799",108,0.9530413817,64,70.1666666666667,61.625,58.2083333333333,"Tuesday",1994-08-30
"2800",99,-12.48538992,61.5,65.8333333333333,53.375,56.0416666666667,"Wednesday",1994-08-31
"2801",104,-25.96731495,59,63.8333333333333,46.375,55.7916666666667,"Thursday",1994-09-01
"2802",119,43.601208459,59,61.5,50.5,53.7916666666667,"Friday",1994-09-02
"2803",99,-2.904814955,62,59.8333333333333,53.875,50.0833333333333,"Saturday",1994-09-03
"2804",104,-21.45015106,59.5,60,54.5,50.25,"Sunday",1994-09-04
"2805",101,1.5878120387,61.5,60.1666666666667,60.375,52.9583333333333,"Monday",1994-09-05
"2806",105,NA,67,61,52,56.25,"Tuesday",1994-09-06
"2807",109,11.564954683,65,62.6666666666667,51.75,55.625,"Wednesday",1994-09-07
"2808",99,1.6126841012,69.5,64.5,59.75,54.7083333333333,"Thursday",1994-09-08
"2809",130,9.721875,72,67.1666666666667,63.125,54.5,"Friday",1994-09-09
"2810",99,-2.409582078,76.5,68.8333333333333,63.5,58.2083333333333,"Saturday",1994-09-10
"2811",130,5.5362130124,74.5,72.6666666666667,64.875,62.125,"Sunday",1994-09-11
"2812",117,48.061370482,75.5,74.3333333333333,60.25,63.8333333333333,"Monday",1994-09-12
"2813",112,32.508866717,77,75.5,62.25,62.875,"Tuesday",1994-09-13
"2814",106,20.856682982,81,75.6666666666667,67.75,62.4583333333333,"Wednesday",1994-09-14
"2815",133,78.797609187,80.5,77.8333333333333,60.625,63.4166666666667,"Thursday",1994-09-15
"2816",106,36.327296687,74,79.5,56.875,63.5416666666667,"Friday",1994-09-16
"2817",100,-1.263441866,65.5,78.5,53,61.75,"Saturday",1994-09-17
"2818",108,-12.57447289,67,73.3333333333333,43.125,56.8333333333333,"Sunday",1994-09-18
"2819",111,20.952033133,70,68.8333333333333,55.25,51,"Monday",1994-09-19
"2820",109,40.019766566,71.5,67.5,53,50.4583333333333,"Tuesday",1994-09-20
"2821",98,41.592639307,71,69.5,48,50.4583333333333,"Wednesday",1994-09-21
"2822",111,21.247759789,66.5,70.8333333333333,59.625,52.0833333333333,"Thursday",1994-09-22
"2823",109,10.236437873,65,69.6666666666667,59.25,53.5416666666667,"Friday",1994-09-23
"2824",108,-6.917996988,63.5,67.5,61.375,55.625,"Saturday",1994-09-24
"2825",101,-15.78932605,60.5,65,50.75,60.0833333333333,"Sunday",1994-09-25
"2826",110,-14.75545934,54.5,63,51.375,57.125,"Monday",1994-09-26
"2827",113,-16.73994729,54,59.5,49.125,54.5,"Tuesday",1994-09-27
"2828",131,-1.68847352,57,56.3333333333333,43.75,50.4166666666667,"Wednesday",1994-09-28
"2829",101,-0.423267675,57.5,55.1666666666667,46.5,48.0833333333333,"Thursday",1994-09-29
"2830",134,19.364457831,67.5,56.1666666666667,56.5,46.4583333333333,"Friday",1994-09-30
"2831",124,-23.9846348,58,60.6666666666667,47.125,48.9166666666667,"Saturday",1994-10-01
"2832",118,-26.90916792,57,61,41.5,50.0416666666667,"Sunday",1994-10-02
"2833",107,-21.43650226,57.5,60.8333333333333,45.75,48.375,"Monday",1994-10-03
"2834",136,-16.12048193,53.5,57.5,44.75,44.7916666666667,"Tuesday",1994-10-04
"2835",127,2.8890397516,51,56,42.75,44,"Wednesday",1994-10-05
"2836",134,6.4828660436,62,54,49.875,44.4166666666667,"Thursday",1994-10-06
"2837",118,43.080288443,68,55.5,62.375,45.7916666666667,"Friday",1994-10-07
"2838",118,-15.41433022,56,60.3333333333333,47.125,51.6666666666667,"Saturday",1994-10-08
"2839",96,-27.13855422,47.5,62,32.125,53.125,"Sunday",1994-10-09
"2840",120,NA,46,57.1666666666667,31.75,47.2083333333333,"Monday",1994-10-10
"2841",121,-1.371727692,48.5,49.8333333333333,40.75,37,"Tuesday",1994-10-11
"2842",113,8.7483433735,51.5,47.3333333333333,47.75,34.875,"Wednesday",1994-10-12
"2843",125,14.252635542,55.5,48.6666666666667,49.875,40.0833333333333,"Thursday",1994-10-13
"2844",137,7.3352597892,58.5,51.8333333333333,51.875,46.125,"Friday",1994-10-14
"2845",116,9.625,58,55.1666666666667,53.25,49.8333333333333,"Saturday",1994-10-15
"2846",92,-4.951807229,66,57.3333333333333,54.875,51.6666666666667,"Sunday",1994-10-16
"2847",127,2.7062946804,69.5,60.8333333333333,54.875,53.3333333333333,"Monday",1994-10-17
"2848",116,9.358074933,65,64.5,60.125,54.3333333333333,"Tuesday",1994-10-18
"2849",117,-10.2476489,64.5,66.8333333333333,47.375,56.625,"Wednesday",1994-10-19
"2850",122,-6.020187332,57,66.3333333333333,46.875,54.125,"Thursday",1994-10-20
"2851",123,61.135542169,56.5,62.1666666666667,45.375,51.4583333333333,"Friday",1994-10-21
"2852",109,15.624145485,58.5,59.3333333333333,45.875,46.5416666666667,"Saturday",1994-10-22
"2853",94,-15.97951588,52,57.3333333333333,35.5,46.0416666666667,"Sunday",1994-10-23
"2854",100,-5.167843789,47,55.6666666666667,27.625,42.25,"Monday",1994-10-24
"2855",118,-14.45786437,43,52.5,30.125,36.3333333333333,"Tuesday",1994-10-25
"2856",102,0.4308176101,42,47.3333333333333,30.75,31.0833333333333,"Wednesday",1994-10-26
"2857",117,39.543589452,46,44,34.25,29.5,"Thursday",1994-10-27
"2858",115,151.63855422,54,43.6666666666667,34.25,31.7083333333333,"Friday",1994-10-28
"2859",113,6.8878912613,57,47.3333333333333,40.875,33.0833333333333,"Saturday",1994-10-29
"2860",138,4.3867924528,48.5,52.3333333333333,43.375,36.4583333333333,"Sunday",1994-10-30
"2861",118,-30.44613359,45.5,53.1666666666667,39.125,39.5,"Monday",1994-10-31
"2862",124,-13.87428961,44.5,50.3333333333333,32,41.125,"Tuesday",1994-11-01
"2863",117,17.801204819,51,46.1666666666667,35.75,38.1666666666667,"Wednesday",1994-11-02
"2864",107,25.298429567,60.5,47,62.125,35.625,"Thursday",1994-11-03
"2865",136,-19.37736596,58.5,52,55.625,43.2916666666667,"Friday",1994-11-04
"2866",142,-26.75064409,54,56.6666666666667,55.125,51.1666666666667,"Saturday",1994-11-05
"2867",120,-24.32904259,48,57.6666666666667,35.375,57.625,"Sunday",1994-11-06
"2868",93,-15.57861635,46.5,53.5,39,48.7083333333333,"Monday",1994-11-07
"2869",102,0.6320471415,55,49.5,50.375,43.1666666666667,"Tuesday",1994-11-08
"2870",99,-31.03303303,47,49.8333333333333,33,41.5833333333333,"Wednesday",1994-11-09
"2871",110,-19.67946241,43,49.5,34.5,40.7916666666667,"Thursday",1994-11-10
"2872",117,-7.153776418,46,48.3333333333333,30.75,39.2916666666667,"Friday",1994-11-11
"2873",128,-11.7987988,46.5,45.3333333333333,46.375,32.75,"Saturday",1994-11-12
"2874",117,-13.56215934,58,45.1666666666667,56.25,37.2083333333333,"Sunday",1994-11-13
"2875",108,NA,50.5,50.1666666666667,38.5,44.4583333333333,"Monday",1994-11-14
"2876",108,-19.70077287,41.5,51.6666666666667,34.125,47.0416666666667,"Tuesday",1994-11-15
"2877",114,3.3464246488,43.5,50,35.25,42.9583333333333,"Wednesday",1994-11-16
"2878",128,1.0990990991,44,45.1666666666667,44.125,35.9583333333333,"Thursday",1994-11-17
"2879",124,NA,44.5,43,29.25,37.8333333333333,"Friday",1994-11-18
"2880",125,7.3327732121,38,44,31.625,36.2083333333333,"Saturday",1994-11-19
"2881",120,-13.01293927,52,42.1666666666667,38.5,35,"Sunday",1994-11-20
"2882",119,-20.00091314,43,44.8333333333333,28.25,33.125,"Monday",1994-11-21
"2883",125,-17.94351533,31,44.3333333333333,16.875,32.7916666666667,"Tuesday",1994-11-22
"2884",135,0.6557984317,36,42,23.125,27.875,"Wednesday",1994-11-23
"2885",113,-20.28615606,39,36.6666666666667,33.75,22.75,"Thursday",1994-11-24
"2886",124,-23.4984985,39,35.3333333333333,16.5,24.5833333333333,"Friday",1994-11-25
"2887",107,-16.80640044,35,38,24.75,24.4583333333333,"Saturday",1994-11-26
"2888",116,-15.23784443,47.5,37.6666666666667,44.375,25,"Sunday",1994-11-27
"2889",107,-20.24857802,36,40.5,24,28.5416666666667,"Monday",1994-11-28
"2890",124,-9.018808777,29.5,39.5,22.625,31.0416666666667,"Tuesday",1994-11-29
"2891",102,1.9310344828,29,37.6666666666667,24.25,30.3333333333333,"Wednesday",1994-11-30
"2892",132,38.164145064,42,31.5,29.5,23.625,"Thursday",1994-12-01
"2893",125,14.518480281,46,33.5,33.5,25.4583333333333,"Friday",1994-12-02
"2894",109,-9.96711265,48,39,44.375,29.0833333333333,"Saturday",1994-12-03
"2895",114,6.8892281173,48.5,45.3333333333333,47.75,35.7916666666667,"Sunday",1994-12-04
"2896",122,10.188267216,43.5,47.5,39,41.875,"Monday",1994-12-05
"2897",104,-28.85990169,35,46.6666666666667,33.125,43.7083333333333,"Tuesday",1994-12-06
"2898",123,-37.3761194,31,42.3333333333333,23.875,39.9583333333333,"Wednesday",1994-12-07
"2899",127,-19.28820849,30,36.5,27.5,32,"Thursday",1994-12-08
"2900",124,-10.29029851,30.5,32,22.875,28.1666666666667,"Friday",1994-12-09
"2901",120,-3.751055813,27,30.5,15.875,24.75,"Saturday",1994-12-10
"2902",119,-11.190625,19,29.1666666666667,8.75,22.0833333333333,"Sunday",1994-12-11
"2903",131,NA,21.5,25.5,18.25,15.8333333333333,"Monday",1994-12-12
"2904",141,11.401655784,23.5,22.5,16.875,14.2916666666667,"Tuesday",1994-12-13
"2905",126,1.58125,27.5,21.3333333333333,25.125,14.625,"Wednesday",1994-12-14
"2906",109,6.3789878731,32.5,24.1666666666667,34.375,20.0833333333333,"Thursday",1994-12-15
"2907",130,6.0100223769,36.5,27.8333333333333,36,25.4583333333333,"Friday",1994-12-16
"2908",127,-5.541044776,37,32.1666666666667,31.125,31.8333333333333,"Saturday",1994-12-17
"2909",120,-17.99946362,29.5,35.3333333333333,22.125,33.8333333333333,"Sunday",1994-12-18
"2910",112,-10.60034981,28,34.3333333333333,27.75,29.75,"Monday",1994-12-19
"2911",137,-3.561011905,38,31.5,33.625,27,"Tuesday",1994-12-20
"2912",129,21.394927671,40.5,31.8333333333333,31.875,27.8333333333333,"Wednesday",1994-12-21
"2913",121,34.343327465,39.5,35.5,36.75,31.0833333333333,"Thursday",1994-12-22
"2914",142,-23.85459941,38.5,39.3333333333333,37.875,34.0833333333333,"Friday",1994-12-23
"2915",133,-15.3863316,33.5,39.5,28.875,35.5,"Saturday",1994-12-24
"2916",124,-10.44822935,39.5,37.1666666666667,27,34.5,"Sunday",1994-12-25
"2917",150,-2.982232938,36,37.1666666666667,33.25,31.25,"Monday",1994-12-26
"2918",144,-0.12462908,40.5,36.3333333333333,37.25,29.7083333333333,"Tuesday",1994-12-27
"2919",122,-19.48609562,38,38.6666666666667,30.125,32.5,"Wednesday",1994-12-28
"2920",109,-23.53262704,35,38.1666666666667,22.875,33.5416666666667,"Thursday",1994-12-29
"2921",128,-6.115727003,32,37.8333333333333,24.875,30.0833333333333,"Friday",1994-12-30
"2922",134,-2.884375,32,35,29.875,25.9583333333333,"Saturday",1994-12-31
"2923",135,-14.96398368,19.5,33,5.625,25.875,"Sunday",1995-01-01
"2924",133,-20.05341246,14.5,27.8333333333333,10.5,20.125,"Monday",1995-01-02
"2925",144,-12.83620079,11,22,-2.875,15.3333333333333,"Tuesday",1995-01-03
"2926",138,-10.62684767,3,15,-7.5,4.41666666666667,"Wednesday",1995-01-04
"2927",148,-2.052520406,9,9.5,7,0.041666666666667,"Thursday",1995-01-05
"2928",126,-5.51372288,22.5,7.66666666666667,22,-1.125,"Friday",1995-01-06
"2929",176,-13.00978951,19.5,11.5,13.5,7.16666666666667,"Saturday",1995-01-07
"2930",148,-1.028664123,12,17,3.25,14.1666666666667,"Sunday",1995-01-08
"2931",129,1.4534468497,17.5,18,11.875,12.9166666666667,"Monday",1995-01-09
"2932",156,7.8883113053,23.5,16.3333333333333,24.5,9.54166666666667,"Tuesday",1995-01-10
"2933",152,30.307019484,33,17.6666666666667,37.5,13.2083333333333,"Wednesday",1995-01-11
"2934",134,-8.915850983,42,24.6666666666667,37.75,24.625,"Thursday",1995-01-12
"2935",146,-16.93547346,35.5,32.8333333333333,33.75,33.25,"Friday",1995-01-13
"2936",141,-27.46631274,37,36.8333333333333,32.75,36.3333333333333,"Saturday",1995-01-14
"2937",116,-26.11407845,33,38.1666666666667,25.25,34.75,"Sunday",1995-01-15
"2938",131,-21.96817678,34,35.1666666666667,29.375,30.5833333333333,"Monday",1995-01-16
"2939",121,-12.27002967,36.5,34.6666666666667,38.375,29.125,"Tuesday",1995-01-17
"2940",128,-13.49322917,35.5,34.5,22.625,31,"Wednesday",1995-01-18
"2941",156,-25.97849702,34.5,35.3333333333333,33,30.125,"Thursday",1995-01-19
"2942",137,-21.45885417,30,35.5,20.125,31.3333333333333,"Friday",1995-01-20
"2943",122,-14.55610931,23.5,33.3333333333333,17.75,25.25,"Saturday",1995-01-21
"2944",118,-18.97142857,20,29.3333333333333,16.5,23.625,"Sunday",1995-01-22
"2945",135,-13.51976246,20,24.5,14.25,18.125,"Monday",1995-01-23
"2946",124,6.9702380952,15,21.1666666666667,6.75,16.1666666666667,"Tuesday",1995-01-24
"2947",142,28.45542668,18,18.3333333333333,9.25,12.5,"Wednesday",1995-01-25
"2948",114,19.9144832,18,17.6666666666667,13.25,10.0833333333333,"Thursday",1995-01-26
"2949",134,26.725741163,23.5,17,26,9.75,"Friday",1995-01-27
"2950",152,-21.05952381,28.5,19.8333333333333,16,16.1666666666667,"Saturday",1995-01-28
"2951",150,-28.97250259,25,23.3333333333333,20,18.4166666666667,"Sunday",1995-01-29
"2952",152,8.9095738799,24,25.6666666666667,19.125,20.6666666666667,"Monday",1995-01-30
"2953",143,-5.997848204,30.5,25.8333333333333,30.375,18.375,"Tuesday",1995-01-31
"2954",134,-18.46330888,37,26.5,27.5,23.1666666666667,"Wednesday",1995-02-01
"2955",133,-19.14323187,33.5,30.5,26.625,25.6666666666667,"Thursday",1995-02-02
"2956",145,-6.860658533,30.5,33.6666666666667,24.25,28.1666666666667,"Friday",1995-02-03
"2957",133,-23.16617211,20,33.6666666666667,3.5,26.125,"Saturday",1995-02-04
"2958",144,-20.3632112,8.5,28,-4.625,18.125,"Sunday",1995-02-05
"2959",154,-18.23145401,11,19.6666666666667,0,7.70833333333333,"Monday",1995-02-06
"2960",144,0.5746816079,15,13.1666666666667,3.375,-0.375,"Tuesday",1995-02-07
"2961",126,-9.340691859,12,11.5,1.5,-0.416666666666667,"Wednesday",1995-02-08
"2962",152,-3.499601553,24,12.6666666666667,25,1.625,"Thursday",1995-02-09
"2963",142,-2.529585799,26.5,17,4.875,9.95833333333333,"Friday",1995-02-10
"2964",162,31.347381245,6.5,20.8333333333333,-13.25,10.4583333333333,"Saturday",1995-02-11
"2965",128,-15.68282283,7.5,19,2.375,5.54166666666667,"Sunday",1995-02-12
"2966",152,-1.249216847,17,13.5,-0.75,-2,"Monday",1995-02-13
"2967",133,5.1037703839,18.5,10.3333333333333,11.375,-3.875,"Tuesday",1995-02-14
"2968",145,-13.17349827,30.5,14.3333333333333,21.375,4.33333333333333,"Wednesday",1995-02-15
"2969",132,-1.620999505,25,22,18.25,10.6666666666667,"Thursday",1995-02-16
"2970",144,16.893436578,33,24.6666666666667,18.75,17,"Friday",1995-02-17
"2971",130,4.5453130121,42.5,29.5,27,19.4583333333333,"Saturday",1995-02-18
"2972",121,-13.40022397,38,33.5,28.375,21.3333333333333,"Sunday",1995-02-19
"2973",144,-2.037523903,40.5,37.8333333333333,28.25,24.7083333333333,"Monday",1995-02-20
"2974",126,-23.08235294,28,40.3333333333333,17.25,27.875,"Tuesday",1995-02-21
"2975",111,3.2222850679,38,35.5,30,24.625,"Wednesday",1995-02-22
"2976",132,5.2323573201,41,35.5,21.5,25.1666666666667,"Thursday",1995-02-23
"2977",129,-22.15226258,32,35.6666666666667,17.5,22.9166666666667,"Friday",1995-02-24
"2978",118,-16.67783894,39,37,26.375,23,"Saturday",1995-02-25
"2979",127,-10.99541828,30.5,37.3333333333333,27.5,21.7916666666667,"Sunday",1995-02-26
"2980",119,-21.18438078,31.5,33.8333333333333,28.625,23.7916666666667,"Monday",1995-02-27
"2981",136,-19.22089069,27.5,33.6666666666667,20.875,27.5,"Tuesday",1995-02-28
"2982",141,-16.38728414,16.5,29.8333333333333,3.75,25.6666666666667,"Wednesday",1995-03-01
"2983",124,-11.97295806,17.5,25.1666666666667,6.625,17.75,"Thursday",1995-03-02
"2984",137,7.5029917022,23,20.5,14,10.4166666666667,"Friday",1995-03-03
"2985",124,6.2979825261,31.5,19,20.125,8.125,"Saturday",1995-03-04
"2986",124,1.0904416105,35,24,32.75,13.5833333333333,"Sunday",1995-03-05
"2987",134,-8.501885682,33,29.8333333333333,32.125,22.2916666666667,"Monday",1995-03-06
"2988",118,-21.14577259,30.5,33.1666666666667,20.875,28.3333333333333,"Tuesday",1995-03-07
"2989",143,-15.72723757,23.5,32.8333333333333,12.375,28.5833333333333,"Wednesday",1995-03-08
"2990",121,-1.656409529,24.5,29,18.875,21.7916666666667,"Thursday",1995-03-09
"2991",118,-0.057360915,40.5,26.1666666666667,35.5,17.375,"Friday",1995-03-10
"2992",114,-7.466485507,51,29.5,38.75,22.25,"Saturday",1995-03-11
"2993",120,-6.380399434,58.5,38.6666666666667,44.25,31.0416666666667,"Sunday",1995-03-12
"2994",132,18.159557264,61.5,50,44.25,39.5,"Monday",1995-03-13
"2995",117,29.73489749,61,57,44.375,42.4166666666667,"Tuesday",1995-03-14
"2996",89,27.314660657,59,60.3333333333333,43.375,44.2916666666667,"Wednesday",1995-03-15
"2997",125,10.04197547,54,60.5,41,44,"Thursday",1995-03-16
"2998",120,-15.83560445,42.5,58,33.5,42.9166666666667,"Friday",1995-03-17
"2999",137,-5.727178332,49,51.8333333333333,40.5,39.2916666666667,"Saturday",1995-03-18
"3000",119,19.370429464,50,48.5,42.25,38.3333333333333,"Sunday",1995-03-19
"3001",127,-2.636657359,50.5,47.1666666666667,39.125,38.75,"Monday",1995-03-20
"3002",104,-15.04714799,43.5,49.8333333333333,30.125,40.625,"Tuesday",1995-03-21
"3003",107,-20.07589021,39,48,31.75,37.1666666666667,"Wednesday",1995-03-22
"3004",120,-26.66533706,36,44.3333333333333,28.75,33.6666666666667,"Thursday",1995-03-23
"3005",131,-20.05709523,37,39.5,22.375,30.2083333333333,"Friday",1995-03-24
"3006",119,-11.99718147,42,37.3333333333333,22.5,27.625,"Saturday",1995-03-25
"3007",114,-8.957810972,43.5,38.3333333333333,25.375,24.5416666666667,"Sunday",1995-03-26
"3008",135,-14.52694052,41.5,40.8333333333333,36.25,23.4166666666667,"Monday",1995-03-27
"3009",123,-13.40783172,41,42.3333333333333,37.625,28.0416666666667,"Tuesday",1995-03-28
"3010",134,-8.721694674,40,42,33,33.0833333333333,"Wednesday",1995-03-29
"3011",118,-15.37294762,40.5,40.8333333333333,29.5,35.625,"Thursday",1995-03-30
"3012",106,-11.4278835,36.5,40.5,29.875,33.375,"Friday",1995-03-31
"3013",111,-14.02902585,37,39,26.75,30.7916666666667,"Saturday",1995-04-01
"3014",113,-21.00867052,44,38,27.5,28.7083333333333,"Sunday",1995-04-02
"3015",122,-11.17091375,55,39.1666666666667,39,28.0416666666667,"Monday",1995-04-03
"3016",109,-14.26266889,33,45.3333333333333,1.375,31.0833333333333,"Tuesday",1995-04-04
"3017",100,0.220766824,34.5,44,22.75,22.625,"Wednesday",1995-04-05
"3018",113,4.7929195171,52,40.8333333333333,28.625,21.0416666666667,"Thursday",1995-04-06
"3019",107,0.3291824199,42.5,39.8333333333333,35.125,17.5833333333333,"Friday",1995-04-07
"3020",124,3.039847888,43,43,36.375,28.8333333333333,"Saturday",1995-04-08
"3021",106,-21.87264572,37.5,45.8333333333333,24.375,33.375,"Sunday",1995-04-09
"3022",122,-20.9791141,36.5,41,32.125,31.9583333333333,"Monday",1995-04-10
"3023",129,-0.51366273,49.5,39,48.25,30.9583333333333,"Tuesday",1995-04-11
"3024",113,-25.13467049,39.5,41.1666666666667,34.25,34.9166666666667,"Wednesday",1995-04-12
"3025",119,-16.25722884,49,41.8333333333333,29.625,38.2083333333333,"Thursday",1995-04-13
"3026",109,-24.8382836,42.5,46,29.875,37.375,"Friday",1995-04-14
"3027",110,-9.41125185,46.5,43.6666666666667,36.375,31.25,"Saturday",1995-04-15
"3028",108,-0.20778069,51.5,46,39.375,31.9583333333333,"Sunday",1995-04-16
"3029",112,-6.245714286,50.5,46.8333333333333,35.125,35.2083333333333,"Monday",1995-04-17
"3030",120,10.290052265,61,49.5,42,36.9583333333333,"Tuesday",1995-04-18
"3031",136,-19.66851916,47.5,54.3333333333333,34.375,38.8333333333333,"Wednesday",1995-04-19
"3032",114,-9.772722535,44,53,44.75,37.1666666666667,"Thursday",1995-04-20
"3033",103,-5.56327693,46.5,50.8333333333333,41.375,40.375,"Friday",1995-04-21
"3034",129,-17.54787884,51,46,35.125,40.1666666666667,"Saturday",1995-04-22
"3035",118,-17.9657297,45,47.1666666666667,32.375,40.4166666666667,"Sunday",1995-04-23
"3036",121,7.4808017042,47.5,47.5,39.75,36.2916666666667,"Monday",1995-04-24
"3037",118,-6.977883425,47,47.8333333333333,35.875,35.75,"Tuesday",1995-04-25
"3038",105,-4.985754986,50,46.5,50.25,36,"Wednesday",1995-04-26
"3039",126,-16.93521108,47.5,48.1666666666667,36.5,41.9583333333333,"Thursday",1995-04-27
