"","death","pm10tmean","tmpd","dptp","dow","date"
"2933",152,30.307019484,33,37.5,"Wednesday",1995-01-11
"2934",134,-8.915850983,42,37.75,"Thursday",1995-01-12
"2935",146,-16.93547346,35.5,33.75,"Friday",1995-01-13
"2936",141,-27.46631274,37,32.75,"Saturday",1995-01-14
"2937",116,-26.11407845,33,25.25,"Sunday",1995-01-15
"2938",131,-21.96817678,34,29.375,"Monday",1995-01-16
"2939",121,-12.27002967,36.5,38.375,"Tuesday",1995-01-17
"2940",128,-13.49322917,35.5,22.625,"Wednesday",1995-01-18
"2941",156,-25.97849702,34.5,33,"Thursday",1995-01-19
"2942",137,-21.45885417,30,20.125,"Friday",1995-01-20
"2943",122,-14.55610931,23.5,17.75,"Saturday",1995-01-21
"2944",118,-18.97142857,20,16.5,"Sunday",1995-01-22
"2945",135,-13.51976246,20,14.25,"Monday",1995-01-23
"2946",124,6.9702380952,15,6.75,"Tuesday",1995-01-24
"2947",142,28.45542668,18,9.25,"Wednesday",1995-01-25
"2948",114,19.9144832,18,13.25,"Thursday",1995-01-26
"2949",134,26.725741163,23.5,26,"Friday",1995-01-27
"2950",152,-21.05952381,28.5,16,"Saturday",1995-01-28
"2951",150,-28.97250259,25,20,"Sunday",1995-01-29
"2952",152,8.9095738799,24,19.125,"Monday",1995-01-30
"2953",143,-5.997848204,30.5,30.375,"Tuesday",1995-01-31
"2954",134,-18.46330888,37,27.5,"Wednesday",1995-02-01
"2955",133,-19.14323187,33.5,26.625,"Thursday",1995-02-02
"2956",145,-6.860658533,30.5,24.25,"Friday",1995-02-03
"2957",133,-23.16617211,20,3.5,"Saturday",1995-02-04
"2958",144,-20.3632112,8.5,-4.625,"Sunday",1995-02-05
"2959",154,-18.23145401,11,0,"Monday",1995-02-06
"2960",144,0.5746816079,15,3.375,"Tuesday",1995-02-07
"2961",126,-9.340691859,12,1.5,"Wednesday",1995-02-08
"2962",152,-3.499601553,24,25,"Thursday",1995-02-09
"2963",142,-2.529585799,26.5,4.875,"Friday",1995-02-10
"2964",162,31.347381245,6.5,-13.25,"Saturday",1995-02-11
"2965",128,-15.68282283,7.5,2.375,"Sunday",1995-02-12
"2966",152,-1.249216847,17,-0.75,"Monday",1995-02-13
"2967",133,5.1037703839,18.5,11.375,"Tuesday",1995-02-14
"2968",145,-13.17349827,30.5,21.375,"Wednesday",1995-02-15
"2969",132,-1.620999505,25,18.25,"Thursday",1995-02-16
"2970",144,16.893436578,33,18.75,"Friday",1995-02-17
"2971",130,4.5453130121,42.5,27,"Saturday",1995-02-18
"2972",121,-13.40022397,38,28.375,"Sunday",1995-02-19
"2973",144,-2.037523903,40.5,28.25,"Monday",1995-02-20
"2974",126,-23.08235294,28,17.25,"Tuesday",1995-02-21
"2975",111,3.2222850679,38,30,"Wednesday",1995-02-22
"2976",132,5.2323573201,41,21.5,"Thursday",1995-02-23
"2977",129,-22.15226258,32,17.5,"Friday",1995-02-24
"2978",118,-16.67783894,39,26.375,"Saturday",1995-02-25
"2979",127,-10.99541828,30.5,27.5,"Sunday",1995-02-26
"2980",119,-21.18438078,31.5,28.625,"Monday",1995-02-27
"2981",136,-19.22089069,27.5,20.875,"Tuesday",1995-02-28
"2982",141,-16.38728414,16.5,3.75,"Wednesday",1995-03-01
"2983",124,-11.97295806,17.5,6.625,"Thursday",1995-03-02
"2984",137,7.5029917022,23,14,"Friday",1995-03-03
"2985",124,6.2979825261,31.5,20.125,"Saturday",1995-03-04
"2986",124,1.0904416105,35,32.75,"Sunday",1995-03-05
"2987",134,-8.501885682,33,32.125,"Monday",1995-03-06
"2988",118,-21.14577259,30.5,20.875,"Tuesday",1995-03-07
"2989",143,-15.72723757,23.5,12.375,"Wednesday",1995-03-08
"2990",121,-1.656409529,24.5,18.875,"Thursday",1995-03-09
"2991",118,-0.057360915,40.5,35.5,"Friday",1995-03-10
"2992",114,-7.466485507,51,38.75,"Saturday",1995-03-11
"2993",120,-6.380399434,58.5,44.25,"Sunday",1995-03-12
"2994",132,18.159557264,61.5,44.25,"Monday",1995-03-13
"2995",117,29.73489749,61,44.375,"Tuesday",1995-03-14
"2996",89,27.314660657,59,43.375,"Wednesday",1995-03-15
"2997",125,10.04197547,54,41,"Thursday",1995-03-16
"2998",120,-15.83560445,42.5,33.5,"Friday",1995-03-17
"2999",137,-5.727178332,49,40.5,"Saturday",1995-03-18
"3000",119,19.370429464,50,42.25,"Sunday",1995-03-19
"3001",127,-2.636657359,50.5,39.125,"Monday",1995-03-20
"3002",104,-15.04714799,43.5,30.125,"Tuesday",1995-03-21
"3003",107,-20.07589021,39,31.75,"Wednesday",1995-03-22
"3004",120,-26.66533706,36,28.75,"Thursday",1995-03-23
"3005",131,-20.05709523,37,22.375,"Friday",1995-03-24
"3006",119,-11.99718147,42,22.5,"Saturday",1995-03-25
"3007",114,-8.957810972,43.5,25.375,"Sunday",1995-03-26
"3008",135,-14.52694052,41.5,36.25,"Monday",1995-03-27
"3009",123,-13.40783172,41,37.625,"Tuesday",1995-03-28
"3010",134,-8.721694674,40,33,"Wednesday",1995-03-29
"3011",118,-15.37294762,40.5,29.5,"Thursday",1995-03-30
"3012",106,-11.4278835,36.5,29.875,"Friday",1995-03-31
"3013",111,-14.02902585,37,26.75,"Saturday",1995-04-01
"3014",113,-21.00867052,44,27.5,"Sunday",1995-04-02
"3015",122,-11.17091375,55,39,"Monday",1995-04-03
"3016",109,-14.26266889,33,1.375,"Tuesday",1995-04-04
"3017",100,0.220766824,34.5,22.75,"Wednesday",1995-04-05
"3018",113,4.7929195171,52,28.625,"Thursday",1995-04-06
"3019",107,0.3291824199,42.5,35.125,"Friday",1995-04-07
"3020",124,3.039847888,43,36.375,"Saturday",1995-04-08
"3021",106,-21.87264572,37.5,24.375,"Sunday",1995-04-09
"3022",122,-20.9791141,36.5,32.125,"Monday",1995-04-10
"3023",129,-0.51366273,49.5,48.25,"Tuesday",1995-04-11
"3024",113,-25.13467049,39.5,34.25,"Wednesday",1995-04-12
"3025",119,-16.25722884,49,29.625,"Thursday",1995-04-13
"3026",109,-24.8382836,42.5,29.875,"Friday",1995-04-14
"3027",110,-9.41125185,46.5,36.375,"Saturday",1995-04-15
"3028",108,-0.20778069,51.5,39.375,"Sunday",1995-04-16
"3029",112,-6.245714286,50.5,35.125,"Monday",1995-04-17
"3030",120,10.290052265,61,42,"Tuesday",1995-04-18
"3031",136,-19.66851916,47.5,34.375,"Wednesday",1995-04-19
"3032",114,-9.772722535,44,44.75,"Thursday",1995-04-20
"3033",103,-5.56327693,46.5,41.375,"Friday",1995-04-21
"3034",129,-17.54787884,51,35.125,"Saturday",1995-04-22
"3035",118,-17.9657297,45,32.375,"Sunday",1995-04-23
"3036",121,7.4808017042,47.5,39.75,"Monday",1995-04-24
"3037",118,-6.977883425,47,35.875,"Tuesday",1995-04-25
"3038",105,-4.985754986,50,50.25,"Wednesday",1995-04-26
"3039",126,-16.93521108,47.5,36.5,"Thursday",1995-04-27
"3040",108,-5.381903668,53,38.625,"Friday",1995-04-28
"3041",109,-8.127642305,49.5,34.875,"Saturday",1995-04-29
"3042",113,-29.03243299,44.5,36.875,"Sunday",1995-04-30
"3043",122,-23.45120418,45.5,37.25,"Monday",1995-05-01
"3044",101,-20.47165417,50.5,31.75,"Tuesday",1995-05-02
"3045",99,-1.560741852,49.5,32.125,"Wednesday",1995-05-03
"3046",109,-0.883530775,52.5,45.875,"Thursday",1995-05-04
"3047",136,12.249381921,55,40.625,"Friday",1995-05-05
"3048",91,6.7925658855,56,37.625,"Saturday",1995-05-06
"3049",116,7.7663790883,62.5,46.75,"Sunday",1995-05-07
"3050",107,5.202146107,57.5,42.75,"Monday",1995-05-08
"3051",118,9.3596565825,61.5,54.625,"Tuesday",1995-05-09
"3052",114,-4.231997946,51,49,"Wednesday",1995-05-10
"3053",105,-9.288622049,59.5,47.625,"Thursday",1995-05-11
"3054",129,-1.330465803,60,48.75,"Friday",1995-05-12
"3055",115,-3.789838189,62,62.625,"Saturday",1995-05-13
"3056",114,-15.24750698,62.5,51.375,"Sunday",1995-05-14
"3057",125,-4.920405525,61.5,44.125,"Monday",1995-05-15
"3058",119,11.23247497,68.5,65.875,"Tuesday",1995-05-16
"3059",106,-21.29443832,58.5,37.625,"Wednesday",1995-05-17
"3060",110,-22.7735067,52.5,37.25,"Thursday",1995-05-18
"3061",117,0.2390136615,60.5,41.75,"Friday",1995-05-19
"3062",115,3.2565851443,66,40.75,"Saturday",1995-05-20
"3063",94,-5.187265454,60.5,40.625,"Sunday",1995-05-21
"3064",115,30.730471641,62,46,"Monday",1995-05-22
"3065",95,1.7039880912,59.5,53.875,"Tuesday",1995-05-23
"3066",109,-25.82157034,51.5,46.375,"Wednesday",1995-05-24
"3067",111,-21.27054599,55,46,"Thursday",1995-05-25
"3068",118,-14.82249546,55,43.625,"Friday",1995-05-26
"3069",136,-4.833352995,60.5,57.5,"Saturday",1995-05-27
"3070",99,-15.42809325,65.5,55.375,"Sunday",1995-05-28
"3071",99,-19.95103671,61,46.5,"Monday",1995-05-29
"3072",129,9.0842696629,67.5,48.125,"Tuesday",1995-05-30
"3073",108,44.48225957,69.5,51.625,"Wednesday",1995-05-31
"3074",109,28.986973007,71.5,55.25,"Thursday",1995-06-01
"3075",127,29.158025212,67.5,60.875,"Friday",1995-06-02
"3076",95,5.1766361333,67,57.25,"Saturday",1995-06-03
"3077",117,-2.340194944,67,53.75,"Sunday",1995-06-04
"3078",128,10.208524681,67.5,56.875,"Monday",1995-06-05
"3079",118,36.222452257,74,64.625,"Tuesday",1995-06-06
"3080",131,0.1644583302,71.5,59,"Wednesday",1995-06-07
"3081",98,-16.61936504,53.5,45,"Thursday",1995-06-08
"3082",104,4.4206128134,59,51.75,"Friday",1995-06-09
"3083",103,-1.491521797,67.5,51,"Saturday",1995-06-10
"3084",114,-19.01599154,59,44.875,"Sunday",1995-06-11
"3085",106,-12.56695114,61,41.125,"Monday",1995-06-12
"3086",117,21.4437748,67.5,45.75,"Tuesday",1995-06-13
"3087",123,26.373027229,74,52,"Wednesday",1995-06-14
"3088",102,42.985868465,72,53.25,"Thursday",1995-06-15
"3089",136,51.990791897,76.5,54.875,"Friday",1995-06-16
"3090",93,41.004906841,77.5,61.625,"Saturday",1995-06-17
"3091",130,21.007428699,82,63.375,"Sunday",1995-06-18
"3092",120,24.516918853,82.5,65.25,"Monday",1995-06-19
"3093",116,23.401721865,85,63.75,"Tuesday",1995-06-20
"3094",121,16.585680985,78,61.75,"Wednesday",1995-06-21
"3095",118,29.673833455,80,62.5,"Thursday",1995-06-22
"3096",113,28.811253359,79.5,55.75,"Friday",1995-06-23
"3097",113,39.30916761,77.5,62.375,"Saturday",1995-06-24
"3098",114,19.709944751,75.5,63.75,"Sunday",1995-06-25
"3099",103,11.920550274,75.5,62.625,"Monday",1995-06-26
"3100",107,4.3282160204,72.5,67.375,"Tuesday",1995-06-27
"3101",118,18.348715303,74,65.25,"Wednesday",1995-06-28
"3102",114,6.7808027691,77,65.25,"Thursday",1995-06-29
"3103",111,9.6807478533,71.5,51.125,"Friday",1995-06-30
"3104",109,-18.30976557,65.5,47.75,"Saturday",1995-07-01
"3105",103,-6.82551829,63.5,49.375,"Sunday",1995-07-02
"3106",112,15.160412141,71,57.5,"Monday",1995-07-03
"3107",102,6.6769410668,75.5,69.5,"Tuesday",1995-07-04
"3108",119,22.210752124,75,63.875,"Wednesday",1995-07-05
"3109",102,-8.800799814,72,54,"Thursday",1995-07-06
"3110",107,5.684760264,70.5,55.625,"Friday",1995-07-07
"3111",112,3.0258588055,70.5,54.25,"Saturday",1995-07-08
"3112",97,0.7325659784,73,60.875,"Sunday",1995-07-09
"3113",122,16.211505331,73.5,63,"Monday",1995-07-10
"3114",119,19.716615482,79,64.625,"Tuesday",1995-07-11
"3115",116,41.248516475,84.5,73.125,"Wednesday",1995-07-12
"3116",121,56.363682139,92,76.375,"Thursday",1995-07-13
"3117",226,20.927462026,91.5,75.625,"Friday",1995-07-14
"3118",411,14.798103252,86,69,"Saturday",1995-07-15
"3119",287,-8.333333333,83,67.75,"Sunday",1995-07-16
"3120",228,-3.232732433,78.5,55.25,"Monday",1995-07-17
"3121",159,3.8036253776,74,54.75,"Tuesday",1995-07-18
"3122",142,8.8313253012,75.5,57.875,"Wednesday",1995-07-19
"3123",123,6.391122844,73.5,67.625,"Thursday",1995-07-20
"3124",102,-2.339029672,74,56,"Friday",1995-07-21
"3125",94,2.6345423014,76,68.5,"Saturday",1995-07-22
"3126",109,-13.38823061,76,67,"Sunday",1995-07-23
"3127",107,7.5685552126,79,68.25,"Monday",1995-07-24
"3128",112,7.0564157456,81.5,64.5,"Tuesday",1995-07-25
"3129",103,-2.088702751,77,68,"Wednesday",1995-07-26
"3130",120,1.7048856583,80.5,67.375,"Thursday",1995-07-27
"3131",97,-6.207711009,80.5,63.125,"Friday",1995-07-28
"3132",115,4.3524755936,82.5,69,"Saturday",1995-07-29
"3133",100,7.3398125723,83.5,72.125,"Sunday",1995-07-30
"3134",124,45.766056611,84.5,68.25,"Monday",1995-07-31
"3135",97,-10.7076462,75,65.375,"Tuesday",1995-08-01
"3136",85,-8.217212188,74,71.375,"Wednesday",1995-08-02
"3137",102,-2.260954391,75,72.25,"Thursday",1995-08-03
"3138",95,2.6213586542,77,69.75,"Friday",1995-08-04
"3139",100,-1.644628099,76.5,69.125,"Saturday",1995-08-05
"3140",90,-10.37355874,78,68.875,"Sunday",1995-08-06
"3141",104,3.4308365165,79.5,70.5,"Monday",1995-08-07
"3142",125,20.912947658,79.5,71.75,"Tuesday",1995-08-08
"3143",113,12.403305785,75,69,"Wednesday",1995-08-09
"3144",107,1.401785191,80,70.875,"Thursday",1995-08-10
"3145",109,18.918883502,82,72.75,"Friday",1995-08-11
"3146",112,21.941184573,86.5,74.75,"Saturday",1995-08-12
"3147",125,14.252964569,87,74.75,"Sunday",1995-08-13
"3148",122,18.627410468,87,72.125,"Monday",1995-08-14
"3149",140,-6.362552019,78,72.75,"Tuesday",1995-08-15
"3150",104,8.6904958678,84,72.875,"Wednesday",1995-08-16
"3151",112,-1.798898072,81.5,73.375,"Thursday",1995-08-17
"3152",113,-2.76184573,81,71.875,"Friday",1995-08-18
"3153",99,-1.600832353,81,71.125,"Saturday",1995-08-19
"3154",93,-23.16460055,74,63.625,"Sunday",1995-08-20
"3155",81,-4.201515152,75.5,60.25,"Monday",1995-08-21
"3156",104,-10.72590788,74,53.625,"Tuesday",1995-08-22
"3157",134,11.300964187,74,62.875,"Wednesday",1995-08-23
"3158",98,9.8145561724,76,65.375,"Thursday",1995-08-24
"3159",106,17.871463765,81,66,"Friday",1995-08-25
"3160",110,37.825332919,80,65.5,"Saturday",1995-08-26
"3161",126,48.792041008,77.5,70,"Sunday",1995-08-27
"3162",102,22.23884079,76,69.875,"Monday",1995-08-28
"3163",102,11.692351098,80,68,"Tuesday",1995-08-29
"3164",106,50.162435992,83,67,"Wednesday",1995-08-30
"3165",111,13.019571806,79,57.125,"Thursday",1995-08-31
"3166",104,-13.92029376,69.5,53.625,"Friday",1995-09-01
"3167",125,-0.895288708,68.5,55.875,"Saturday",1995-09-02
"3168",104,-2.338035642,72,55.625,"Sunday",1995-09-03
"3169",94,24.178016777,75,59,"Monday",1995-09-04
"3170",111,52.044198895,76.5,61.125,"Tuesday",1995-09-05
"3171",110,29.720457031,74.5,59.875,"Wednesday",1995-09-06
"3172",117,-14.29106589,62,55.875,"Thursday",1995-09-07
"3173",103,-27.76977496,61,49.125,"Friday",1995-09-08
"3174",106,-23.19685689,58.5,46.375,"Saturday",1995-09-09
"3175",104,-27.20833614,54.5,43.375,"Sunday",1995-09-10
"3176",108,-8.738487064,59,46.375,"Monday",1995-09-11
"3177",102,21.200562324,65.5,59.625,"Tuesday",1995-09-12
"3178",122,9.7625151597,73,61.25,"Wednesday",1995-09-13
"3179",125,-9.715149576,66.5,54.5,"Thursday",1995-09-14
"3180",94,-0.695147217,65.5,55.5,"Friday",1995-09-15
"3181",104,4.2971802992,73.5,65.25,"Saturday",1995-09-16
"3182",107,-28.70718232,56.5,42.375,"Sunday",1995-09-17
"3183",90,-5.708145167,56,48,"Monday",1995-09-18
"3184",118,-4.700107802,61.5,57.625,"Tuesday",1995-09-19
"3185",112,-14.70663489,55,48.375,"Wednesday",1995-09-20
"3186",103,-24.22216514,45.5,40.125,"Thursday",1995-09-21
"3187",102,-22.69060773,44,27.75,"Friday",1995-09-22
"3188",95,-5.872138307,44,35.875,"Saturday",1995-09-23
"3189",128,-11.68052285,49.5,37.625,"Sunday",1995-09-24
"3190",114,11.076313211,56,43.75,"Monday",1995-09-25
"3191",116,23.053731824,60,43.125,"Tuesday",1995-09-26
"3192",126,17.535470969,67,48,"Wednesday",1995-09-27
"3193",104,51.032242484,67,46.875,"Thursday",1995-09-28
"3194",109,36.074585635,68,49.375,"Friday",1995-09-29
"3195",130,41.665866868,75,55.25,"Saturday",1995-09-30
"3196",112,0.9256092601,66.5,48.25,"Sunday",1995-10-01
"3197",108,16.458715596,64,54.5,"Monday",1995-10-02
"3198",111,-2.116507848,62,53.75,"Tuesday",1995-10-03
"3199",106,0.3200069272,58,50.375,"Wednesday",1995-10-04
"3200",95,-13.14713957,58,54.25,"Thursday",1995-10-05
"3201",105,-8.829764033,57.5,51.25,"Friday",1995-10-06
"3202",122,-25.96226367,49.5,42.375,"Saturday",1995-10-07
"3203",98,-13.87145404,52.5,46.875,"Sunday",1995-10-08
"3204",96,2.5836270888,61.5,45.625,"Monday",1995-10-09
"3205",101,25.08839779,57,44.375,"Tuesday",1995-10-10
"3206",99,50.478086974,62.5,49.875,"Wednesday",1995-10-11
"3207",118,23.535049553,68.5,48.875,"Thursday",1995-10-12
"3208",131,44.614805616,70,52.625,"Friday",1995-10-13
"3209",115,-16.39648909,48,36.375,"Saturday",1995-10-14
"3210",98,-26.38950276,46.5,29.75,"Sunday",1995-10-15
"3211",116,-3.824619427,48,30.625,"Monday",1995-10-16
"3212",120,41.713776782,59.5,44.125,"Tuesday",1995-10-17
"3213",113,-0.068673838,58,47.125,"Wednesday",1995-10-18
"3214",112,31.093990234,64,51.75,"Thursday",1995-10-19
"3215",105,-23.42914407,44.5,39,"Friday",1995-10-20
"3216",110,-25.41809435,38.5,35.25,"Saturday",1995-10-21
"3217",102,-10.94640715,48,39,"Sunday",1995-10-22
"3218",110,3.0257235542,60,46.625,"Monday",1995-10-23
"3219",112,-18.5634217,42.5,34.75,"Tuesday",1995-10-24
"3220",93,9.0777620085,46.5,33.25,"Wednesday",1995-10-25
"3221",118,2.0068639671,51.5,44.625,"Thursday",1995-10-26
"3222",118,-16.06801644,53,45.75,"Friday",1995-10-27
"3223",94,-24.59116022,45.5,40.75,"Saturday",1995-10-28
"3224",92,-24.57618649,44,34.75,"Sunday",1995-10-29
"3225",80,-21.28070183,43,38.625,"Monday",1995-10-30
"3226",105,-22.61337794,44.5,45.375,"Tuesday",1995-10-31
"3227",135,-8.687465153,55.5,59.25,"Wednesday",1995-11-01
"3228",103,-25.22850457,44.5,27.875,"Thursday",1995-11-02
"3229",100,-20.72159849,30,19.25,"Friday",1995-11-03
"3230",134,-24.62896413,27.5,16.625,"Saturday",1995-11-04
"3231",120,-16.7242736,28.5,28.625,"Sunday",1995-11-05
"3232",133,-0.989765489,40.5,39.5,"Monday",1995-11-06
"3233",130,-11.9859682,38,19,"Tuesday",1995-11-07
"3234",126,-18.52459155,26,11.375,"Wednesday",1995-11-08
"3235",114,4.9634210215,32.5,27.125,"Thursday",1995-11-09
"3236",102,-8.006589285,46.5,37.625,"Friday",1995-11-10
"3237",126,-23.83402801,26.5,11.375,"Saturday",1995-11-11
"3238",128,-19.37192711,22.5,20.125,"Sunday",1995-11-12
"3239",95,-7.563535912,26,18.25,"Monday",1995-11-13
"3240",111,-2.908679271,27,15.75,"Tuesday",1995-11-14
"3241",121,-9.907690878,27,22.25,"Wednesday",1995-11-15
"3242",140,-3.505161606,32.5,22.75,"Thursday",1995-11-16
"3243",103,0.469935057,34.5,32.5,"Friday",1995-11-17
"3244",122,-7.139925152,36.5,28.75,"Saturday",1995-11-18
"3245",115,-2.778929495,39,38.5,"Sunday",1995-11-19
"3246",120,6.7417380506,44.5,26,"Monday",1995-11-20
"3247",98,-10.65664757,28.5,15.875,"Tuesday",1995-11-21
"3248",125,6.323622586,27.5,22.375,"Wednesday",1995-11-22
"3249",134,-18.61884601,27,9.625,"Thursday",1995-11-23
"3250",113,-2.246371669,24,11.375,"Friday",1995-11-24
"3251",111,7.7645302178,40,27.375,"Saturday",1995-11-25
"3252",103,3.1104972376,43,31.375,"Sunday",1995-11-26
"3253",132,-13.87845304,34.5,29.125,"Monday",1995-11-27
"3254",120,-14.23018846,21,13.125,"Tuesday",1995-11-28
"3255",124,8.7652776935,22,18.75,"Wednesday",1995-11-29
"3256",124,-1.507531215,36.5,30.875,"Thursday",1995-11-30
"3257",120,-10.44454019,39,24.5,"Friday",1995-12-01
"3258",123,-4.423969791,40.5,30.25,"Saturday",1995-12-02
"3259",138,-3.869464578,47,29.625,"Sunday",1995-12-03
"3260",112,-16.33128474,36.5,29.75,"Monday",1995-12-04
"3261",111,-8.771151877,35,5.125,"Tuesday",1995-12-05
"3262",113,-8.174869481,28,8.125,"Wednesday",1995-12-06
"3263",135,-7.685475696,25,4.75,"Thursday",1995-12-07
"3264",137,-3.359116022,21.5,21,"Friday",1995-12-08
"3265",117,36.701657459,0.5,-2.875,"Saturday",1995-12-09
"3266",123,0.8920293761,7.5,-3.75,"Sunday",1995-12-10
"3267",116,0.8165617645,4.5,2.5,"Monday",1995-12-11
"3268",137,-4.146981539,15.5,18.625,"Tuesday",1995-12-12
"3269",130,0.8567325832,28.5,29.5,"Wednesday",1995-12-13
"3270",131,-3.068376502,38,32.125,"Thursday",1995-12-14
"3271",134,5.0313624614,34,23.5,"Friday",1995-12-15
"3272",126,-0.854790748,27,18.25,"Saturday",1995-12-16
"3273",116,-4.397671668,30,27,"Sunday",1995-12-17
"3274",123,-20.27054876,35,27.875,"Monday",1995-12-18
"3275",115,-25.18478629,30,21.875,"Tuesday",1995-12-19
"3276",129,-11.63448789,26,14.875,"Wednesday",1995-12-20
"3277",130,-18.79281768,24,15.375,"Thursday",1995-12-21
"3278",107,-18.82320442,22,18.125,"Friday",1995-12-22
"3279",132,-11.92311413,27,21.25,"Saturday",1995-12-23
"3280",121,-11.92942626,25,23.75,"Sunday",1995-12-24
"3281",114,-13.89310409,22.5,10.5,"Monday",1995-12-25
"3282",137,-11.45856354,21,21,"Tuesday",1995-12-26
"3283",133,-5.384062638,23,14.375,"Wednesday",1995-12-27
"3284",141,5.0678998746,23,11.875,"Thursday",1995-12-28
"3285",132,4.9904314375,25,19,"Friday",1995-12-29
"3286",124,-4.656102769,29.5,27.125,"Saturday",1995-12-30
"3287",139,-2.922651934,34,32.25,"Sunday",1995-12-31
"3288",134,-7.939226519,35,31.25,"Monday",1996-01-01
"3289",140,-29.9198895,27.5,13.5,"Tuesday",1996-01-02
"3290",142,-18.10225231,21,17.625,"Wednesday",1996-01-03
"3291",123,-2.255449425,21,12.625,"Thursday",1996-01-04
"3292",108,4.2797681592,16,7.875,"Friday",1996-01-05
"3293",137,-15.79080941,19,17.375,"Saturday",1996-01-06
"3294",153,-16.31811172,18.5,7.375,"Sunday",1996-01-07
"3295",143,7.6466037352,13,13,"Monday",1996-01-08
"3296",148,1.2512286886,27,20.625,"Tuesday",1996-01-09
"3297",119,0.6029812549,21.5,18.125,"Wednesday",1996-01-10
"3298",120,-8.561304717,26.5,24.5,"Thursday",1996-01-11
"3299",128,-4.459800255,28.5,27.125,"Friday",1996-01-12
"3300",113,5.1351338717,32,30.75,"Saturday",1996-01-13
"3301",111,-16.78926902,37.5,28.5,"Sunday",1996-01-14
"3302",117,-24.30540115,24,14.25,"Monday",1996-01-15
"3303",127,3.8952591152,32.5,40,"Tuesday",1996-01-16
"3304",131,-0.832834761,47,49.125,"Wednesday",1996-01-17
"3305",104,-18.30595631,36.5,19.75,"Thursday",1996-01-18
"3306",113,-9.721642621,9,1.5,"Friday",1996-01-19
"3307",131,-9.665189105,15.5,12,"Saturday",1996-01-20
"3308",119,-4.108002427,25.5,26.25,"Sunday",1996-01-21
"3309",123,-3.790747949,37.5,33,"Monday",1996-01-22
"3310",123,-6.623567384,33,33,"Tuesday",1996-01-23
"3311",119,-10.58407773,20.5,4.375,"Wednesday",1996-01-24
"3312",112,-0.03481258,20,23.375,"Thursday",1996-01-25
"3313",114,-7.505325962,32,28.375,"Friday",1996-01-26
"3314",112,0.6758241758,16.5,3.875,"Saturday",1996-01-27
"3315",104,-8.80181231,19,15.125,"Sunday",1996-01-28
"3316",133,-0.419835165,18.5,-2.5,"Monday",1996-01-29
"3317",130,7.9587912088,2,-13.625,"Tuesday",1996-01-30
"3318",103,-4.013736264,-3,-10,"Wednesday",1996-01-31
"3319",131,-0.780202822,1.5,-12.875,"Thursday",1996-02-01
"3320",117,17.216015466,-10.5,-21,"Friday",1996-02-02
"3321",119,-7.293180258,-12,-18.875,"Saturday",1996-02-03
"3322",114,-17.10164835,-6,-7.875,"Sunday",1996-02-04
"3323",119,16.072022114,11.5,5.25,"Monday",1996-02-05
"3324",134,34.028930946,18.5,20.625,"Tuesday",1996-02-06
"3325",115,7.5261836929,38,34.75,"Wednesday",1996-02-07
"3326",123,-13.22527473,39.5,34.5,"Thursday",1996-02-08
"3327",129,-3.838234882,39,37.75,"Friday",1996-02-09
"3328",123,-6.746082621,44.5,29.625,"Saturday",1996-02-10
"3329",112,-22.17623118,32,19.625,"Sunday",1996-02-11
"3330",118,-18.66731108,23,14.375,"Monday",1996-02-12
"3331",108,-3.895604396,27.5,26.875,"Tuesday",1996-02-13
"3332",97,-12.20539954,27.5,19.25,"Wednesday",1996-02-14
"3333",144,-10.87396112,24,20.625,"Thursday",1996-02-15
"3334",134,-11.62903609,21,14.25,"Friday",1996-02-16
"3335",96,-4.633835301,23.5,10.625,"Saturday",1996-02-17
"3336",110,-2.636243386,18.5,19.75,"Sunday",1996-02-18
"3337",108,2.2410629494,33,31.875,"Monday",1996-02-19
"3338",122,13.917582418,43.5,41.25,"Tuesday",1996-02-20
"3339",126,-12.421224,31.5,31.875,"Wednesday",1996-02-21
"3340",121,0.7774725275,35.5,34.875,"Thursday",1996-02-22
"3341",109,2.3518518519,44.5,37.875,"Friday",1996-02-23
"3342",106,-16.32378578,46,30.5,"Saturday",1996-02-24
"3343",112,-2.715523674,46.5,39.25,"Sunday",1996-02-25
"3344",105,12.107142857,40.5,40,"Monday",1996-02-26
"3345",100,-0.937584968,38.5,28.375,"Tuesday",1996-02-27
"3346",111,-6.485602361,20,6.625,"Wednesday",1996-02-28
"3347",103,-15.8114401,17,6.375,"Thursday",1996-02-29
"3348",135,23.757851716,26,21,"Friday",1996-03-01
"3349",113,1.6842524759,15,-4.5,"Saturday",1996-03-02
"3350",128,-14.37013295,12.5,0.75,"Sunday",1996-03-03
"3351",130,-1.73963419,25,18.875,"Monday",1996-03-04
"3352",131,-11.79945055,31.5,27.75,"Tuesday",1996-03-05
"3353",114,-15.46844912,20.5,10,"Wednesday",1996-03-06
"3354",112,-15.44904399,11.5,0.125,"Thursday",1996-03-07
"3355",112,-6.037870411,8,8.25,"Friday",1996-03-08
"3356",93,-3.671762835,17.5,14,"Saturday",1996-03-09
"3357",118,2.9340113209,26,25.875,"Sunday",1996-03-10
"3358",116,6.6080912122,37.5,28.375,"Monday",1996-03-11
"3359",119,15.04501497,43,31.5,"Tuesday",1996-03-12
"3360",129,37.613062634,45,39.75,"Wednesday",1996-03-13
"3361",134,21.177839962,47.5,39.5,"Thursday",1996-03-14
